Rank,Streams,Track Name,tempo,Artist_id
274.0,94973273,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",95.881,540vIaP2JwjQb9dm3aArA4
275.0,94962901,Heaven,122.01100000000001,1vCWHaC5f2uS3yhpwWbIA6
276.0,94846197,Camelot,175.041,0ErzCpIMyLcjPiwT4elrtZ
277.0,94778737,Desconocidos,174.107,2wkoKEfS6dXwThbyTnZWFU
278.0,94739913,Si Se Da - Remix,93.999,7iK8PXO48WeuP03g8YR51W
279.0,94619840,xanny,111.554,6qqNVTkY8uBg9cP3Jd7DAH
280.0,94471626,Feliz Navidad,148.749,7K78lVZ8XzkjfRSI7570FF
281.0,94429136,Que Calor (with J Balvin & El Alfa),126.038,738wLrAtLtCtFOLvQBXOXp
282.0,94212394,Antisocial (with Travis Scott),151.95600000000002,6eUKZXaKkcviH0Ku9w2n3V
283.0,93977282,Meant to Be (feat. Florida Georgia Line),153.995,64M6ah0SkkRsnPGtGiRAbb
284.0,93843918,Who Do You Love,140.024,69GGBxA162lTqCwzJG5jLp
285.0,93776181,Who Do You Love,140.024,69GGBxA162lTqCwzJG5jLp
286.0,93734471,Heartless,169.954,1Xyo4u8uXC1ZmMpatF05PJ
287.0,93550720,Shotgun,115.741,2ysnwxxNtSgbb9t1m2Ur4j
288.0,93243617,Ella Quiere Beber - Remix,95.23899999999999,2R21vXR83lH98kGeO99Y66
289.0,93048667,Quizas,176.075,2kqUKsTuEj1lPbm6BSn1AU
290.0,92964817,NI BIEN NI MAL,128.028,4q3ewBCX7sLwd24euuV69X
291.0,92853630,Enemies (feat. DaBaby),76.388,246dkjvS1zLTtiykXe5h60
292.0,92665016,ME! (feat. Brendon Urie of Panic! At The Disco),182.123,06HL4z0CvFAxyc27GXpf02
293.0,92062874,Mother's Daughter,91.01700000000001,5YGY8feqx7naU7z4HrwZM6
294.0,89754384,Un Año,94.931,07YUOmWljBTXwIseAUd9TW
295.0,89699062,Armed And Dangerous,130.032,4MCBfE4596Uoi2O4DtmEMz
296.0,89617971,Solo (feat. Demi Lovato),104.96600000000001,6MDME20pz9RveH9rEXvrOM
297.0,89347454,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",170.00099999999998,14zUHaJZo1mnYtn6IBRaRP
298.0,88906793,Good as Hell (feat. Ariana Grande) - Remix,95.927,56oDRnqbIiwx4mymNEv7dS
299.0,88362930,Hollywood's Bleeding,130.218,246dkjvS1zLTtiykXe5h60
300.0,87886865,Santa Tell Me,191.9,66CXWjxzNUsdJxJ2JdwvnR
301.0,87250711,XO Tour Llif3,155.096,4O15NlyKLIASxsJ0PrXPfz
302.0,86810955,VIBEZ,154.187,4r63FhuTkUYltbVAg5TQnk
303.0,86650523,Follow God,180.291,5K4W6rqBFWDnAN6FQUkS6x
304.0,86607099,Créeme,96.939,790FomKkXshlbRYZFtlgla
305.0,85180047,Loco Contigo (with J. Balvin & Tyga),96.025,540vIaP2JwjQb9dm3aArA4
306.0,84678606,Kiss and Make Up,99.986,6M2wZ9GZgrQXHCFfjv46we
307.0,84639925,Baby (Lil Baby feat. DaBaby),108.00299999999999,6i392l38cR3uBPF0DbNs7S
308.0,84445194,Let You Love Me,96.036,5CCwRZC6euC8Odo6y9X8jr
